"","name","gs_email","as_pc_chair","as_pc","as_session_chair","as_panelist","as_keynote_speaker","as_author","pc_chairs","pcs","session_chairs","panels","keynotes","papers","gender","country","sector"
"2634","Gandhi, Rohan","@purdue.edu",0,0,0,0,0,1,"","","","","","CoNEXT","F","us","edu"
"2635","Ganesan, Aishwarya","@cs.wisc.edu",0,0,0,0,0,1,"","","","","","FAST","M","us","edu"
"2636","Ganesan, Deepak","@cs.umass.edu",0,1,1,0,0,0,"","NSDI","NSDI","","","","M","ed","edu"
"2637","Ganesan, Pradeep","",0,0,0,0,0,1,"","","","","","SOCC","F","NA","NA"
"2638","Ganesh, Kalidas","",0,0,0,0,0,1,"","","","","","HotStorage","NA","NA","NA"
"2639","Ganesh, Lakshmi","@fb.com",0,1,1,0,0,0,"","SOCC","SOCC","","","","F","NA","com"
"2640","Ganesh, Sachandhan","@purdue.edu",0,0,0,0,0,1,"","","","","","Middleware","F","us","edu"
"2641","Gangadhar, Vinay","@cs.wisc.edu",0,0,0,0,0,1,"","","","","","ISCA","M","us","edu"
"2642","Gangadharaiah, Akshatha","",0,0,0,0,0,1,"","","","","","SOSP","M","NA","NA"
"2643","Ganger, Gregory R.","@ece.cmu.edu",0,0,0,0,0,4,"","","","","","EuroSys,NSDI,SIGMOD,ISCA","M","us","edu"
"2644","Ganguly, Amlan","@rit.edu",0,1,1,0,0,1,"","IGSC","IGSC","","","IGSC","M","us","edu"
"2645","Ganguly, Debasis","@computing.dcu.ie",0,1,0,0,0,0,"","SIGIR","","","","","M","ie","edu"
"2646","Ganjali, Yashar","@cs.toronto.edu",0,0,0,0,0,1,"","","","","","SIGCOMM","M","us","edu"
"2647","Gannon, Dennis","",0,0,0,1,0,0,"","","","CLOUD","","","M","NA","NA"
"2648","Gao, Bin","@microsoft.com",0,2,0,0,0,0,"","KDD,SIGIR","","","","","M","NA","com"
"2649","Gao, Byron","@txstate.edu",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"2650","Gao, Cao","@umich.edu",0,0,0,0,0,1,"","","","","","ASPLOS","NA","ed","edu"
"2651","Gao, Edison","",0,0,0,0,0,1,"","","","","","SOSP","NA","NA","NA"
"2652","Gao, Guang R.","@capsl.udel.edu",0,0,0,0,0,1,"","","","","","IPDPS","M","ed","edu"
"2653","Gao, Jianxi","@neu.edu",0,0,0,0,0,1,"","","","","","KDD","M","us","edu"
"2654","Gao, Jing","@buffalo.edu",0,3,0,0,0,2,"","KDD,SIGMOD,ICDM","","","","KDD,ICDM","F","us","edu"
"2655","Gao, Lixin","@ecs.umass.edu",0,2,0,0,0,1,"","SOCC,SIGMETRICS","","","","SOCC","F","ed","edu"
"2656","Gao, Mingyu","@stanford.edu",0,0,0,0,0,1,"","","","","","ASPLOS","M","us","edu"
"2657","Gao, Tao","@nudt.edu.cn",0,0,0,0,0,1,"","","","","","IPDPS","M","us","edu"
"2658","Gao, Yangyang","",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"2659","Gao, Yi","@zju.edu.cn",0,0,0,0,0,1,"","","","","","MobiCom","M","us","edu"
"2660","Gao, Yifeng","@gmu.edu",0,0,0,0,0,1,"","","","","","ICDM","M","us","edu"
"2661","Gao, Zekai","@rice.edu",0,0,0,0,0,1,"","","","","","SIGMOD","M","us","edu"
"2662","Gara, Al","",0,0,0,1,0,0,"","","","ISC","","","M","NA","NA"
"2663","Garay, Juan","@TAMU.EDU",0,0,0,0,0,1,"","","","","","CCS","M","us","edu"
"2664","Garbinato, Benoît","@unil.ch",0,0,0,0,0,1,"","","","","","HPCC","M","ch","edu"
"2665","Garcia, David","@ethz.ch",0,1,0,0,0,0,"","KDD","","","","","M","ch","edu"
"2666","Garcia, Luis","@rutgers.edu",0,0,0,0,0,1,"","","","","","NDSS","M","us","edu"
"2667","Garcia, Pedro Javier","@uclm.es",0,3,0,0,0,2,"","ICPP,HotI,ISC","","","","HotI,HotI","M","es","edu"
"2668","Garcia-Arellano, Christian","@ca.ibm.com",0,0,0,0,0,1,"","","","","","CIDR","M","ca","com"
"2669","Garcia-Blas, Javier","@inf.uc3m.es",1,0,0,0,0,0,"CCGrid","","","","","","M","es","edu"
"2670","Garcia-Flores, Victor","@ac.upc.edu",0,0,0,0,0,2,"","","","","","ISPASS,ICPP","M","es","edu"
"2671","Garcia-Molina, Hector","@cs.stanford.edu",0,0,0,0,0,3,"","","","","","SIGMOD,SIGMOD,SIGMOD","M","us","edu"
"2672","García-López, Pedro","@ugr.es",0,0,0,0,0,1,"","","","","","FAST","NA","es","edu"
"2673","Garcı́A-López, Pedro","",0,0,0,0,0,1,"","","","","","Middleware","M","NA","NA"
"2674","Gardner, Kristy","",0,1,0,0,0,0,"","MASCOTS","","","","","F","NA","NA"
"2675","Garfinkel, Simson","@acm.org",0,0,0,0,0,1,"","","","","","SP","NA","NA","NA"
"2676","Garfinkel, Tal","",0,0,0,0,0,1,"","","","","","ASPLOS","NA","NA","NA"
"2677","Garg, Anshuj","",0,0,0,0,0,1,"","","","","","VEE","M","NA","NA"
"2678","Garg, Deepak","@mpi-sws.org",0,0,0,0,0,1,"","","","","","OOPSLA","M","de","gov"
"2679","Garg, Vijay K.","@ece.utexas.edu",0,0,0,0,0,1,"","","","","","IPDPS","NA","ed","edu"
"2680","Garlan, David","@cs.cmu.edu",0,1,0,0,0,0,"","ICAC","","","","","M","us","edu"
"2681","Garland, Michael","@nvidia.com",0,1,0,0,0,0,"","SC","","","","","M","NA","com"
"2682","Garman, Christina","",0,0,1,0,0,0,"","","CCS","","","","F","NA","NA"
"2683","Garncarek, Paweł","",0,0,0,0,0,1,"","","","","","IPDPS","M","NA","NA"
"2684","Garofalakis, Minos","@softnet.tuc.gr",0,1,0,0,0,0,"","ICDM","","","","","M","gr","edu"
"2685","Garside, Jim","",0,0,0,0,0,2,"","","","","","PLDI,VEE","M","NA","NA"
"2686","Garzarán, María Jesús","@uiuc.edu",0,4,0,0,0,1,"","EuroPar,PPoPP,IPDPS,PACT","","","","ISCA","F","ed","edu"
"2687","Gasieniec, Leszek","@liverpool.ac.uk",0,1,0,0,0,0,"","IPDPS","","","","","M","uk","edu"
"2688","Gaspary, Luciano Paschoal","@inf.ufrgs.br",0,0,0,0,0,1,"","","","","","EuroPar","M","br","edu"
"2689","Gasser, Linus","",0,0,0,0,0,1,"","","","","","SP","M","NA","NA"
"2690","Gasser, Oliver","@net.in.tum.de",0,0,0,0,0,1,"","","","","","IMC","M","de","edu"
"2691","Gast, Nicolas","@inria.fr",0,1,1,0,0,1,"","SIGMETRICS","SIGMETRICS","","","SIGMETRICS","M","fr","edu"
"2692","Gatla, Om Rameshwar","@nmsu.edu",0,0,0,0,0,1,"","","","","","HotStorage","NA","us","edu"
"2693","Gatterbauer, Wolfgang","@cmu.edu",0,2,0,0,0,1,"","KDD,SIGMOD","","","","SIGMOD","M","us","edu"
"2694","Gaur, Jayesh","",0,0,0,0,0,1,"","","","","","HPCA","M","NA","NA"
"2695","Gaussier, Eric","@imag.fr",0,1,0,0,0,0,"","SIGIR","","","","","M","fr","edu"
"2696","Gavrilovska, Ada","@cc.gatech.edu",0,6,2,0,0,1,"","EuroSys,SC,CCGrid,ATC,ASPLOS,VEE","HotI,HotI","","","ISCA","F","us","edu"
"2697","Gawali, Devidas","@cse.iitb.ac.in",0,0,0,0,0,1,"","","","","","ICPE","M","in","edu"
"2698","Gawlick, Dieter","",0,0,0,0,0,1,"","","","","","CIDR","M","NA","NA"
"2699","Gawrychowski, Pawel","@cs.uni.wroc.pl",0,0,0,0,0,1,"","","","","","PODC","M","pl","edu"
"2700","Gay, Romain","@di.ens.fr",0,0,0,0,0,1,"","","","","","CCS","NA","fr","edu"
"2701","Gazzillo, Paul","@yale.edu",0,0,0,0,0,2,"","","","","","PODC,PLDI","M","us","edu"
"2702","Ge, Hancheng","@neo.tamu.edu",0,0,0,0,0,2,"","","","","","KDD,SIGIR","M","us","edu"
"2703","Ge, Huangyi","@purdue.edu",0,0,0,0,0,1,"","","","","","SP","M","us","edu"
"2704","Ge, Rong","@clemson.edu",0,2,1,0,0,3,"","CCGrid,Cluster","ICPP","","","ICPP,CCGrid,Cluster","F","us","edu"
"2705","Ge, Tingjian","",0,1,0,0,0,0,"","SIGMOD","","","","","M","NA","NA"
"2706","Ge, Xinyang","@microsoft.com",0,1,0,0,0,3,"","CCS","","","","SOSP,NDSS,ASPLOS","M","NA","com"
"2707","Ge, Yong","@uncc.edu",0,1,0,0,0,2,"","KDD","","","","KDD,KDD","M","ed","edu"
"2708","Geambasu, Roxana","",0,3,0,0,0,1,"","SP,SOSP,HotOS","","","","SP","F","NA","NA"
"2709","Gebremedhin, Assefaw","@eecs.wsu.edu",0,1,0,0,0,0,"","HiPC","","","","","M","us","edu"
"2710","Geda, Robel","",0,0,0,0,0,1,"","","","","","SIGMETRICS","M","NA","NA"
"2711","Geerts, Floris","@ua.ac.be",1,0,2,0,0,0,"PODS","","PODS,PODS","","","","M","ac","edu"
"2712","Geffen, Jacob Van","",0,0,0,0,0,1,"","","","","","PLDI","M","NA","NA"
"2713","Gehr, Timon","@inf.ethz.ch",0,0,0,0,0,1,"","","","","","CCS","F","ch","edu"
"2714","Gehrke, Johannes","@microsoft.com",0,1,0,0,0,2,"","SOSP","","","","CIDR,ASPLOS","M","NA","com"
"2715","Geiger, Alfred","",0,0,1,0,0,0,"","","ISC","","","","M","NA","NA"
"2716","Geijn, Robert Van De","@cs.utexas.edu",0,0,0,0,0,1,"","","","","","IPDPS","M","ed","edu"
"2717","Geimer, Markus","",0,2,0,0,0,0,"","ICPP,Cluster","","","","","M","NA","NA"
"2718","Gelado, Isaac","@nvidia.com",0,1,0,0,0,1,"","HiPC","","","","MICRO","M","NA","com"
"2719","Gelb, Ben","",0,0,0,0,0,1,"","","","","","ISCA","M","NA","NA"
"2720","Gelenbe, Erol","@imperial.ac.uk",0,1,0,0,0,0,"","MASCOTS","","","","","M","uk","edu"
"2721","Gelernter, Nethanel","",0,0,0,0,0,1,"","","","","","SP","M","NA","NA"
"2722","Geltz, Brad","",0,0,0,0,0,1,"","","","","","ISC","F","NA","NA"
"2723","Gember-Jacobson, Aaron","@cs.wisc.edu",0,0,0,0,0,1,"","","","","","SOSP","M","us","edu"
"2724","Gemulla, Rainer","@uni-mannheim.de",0,1,0,0,0,0,"","SIGMOD","","","","","M","de","edu"
"2725","Geng, Zhifeng","",0,0,0,0,0,1,"","","","","","SP","M","NA","NA"
"2726","Genkin, Daniel","@cis.upenn.edu",0,1,2,0,0,2,"","CCS","CCS,CCS","","","CCS,SP","M","ed","edu"
"2727","Gennaro, Rosario","@cs.ccny.cuny.edu",0,1,0,0,1,1,"","CCS","","","PODC","CCS","M","us","edu"
"2728","Genov, Roman","@eecg.utoronto.ca",0,0,0,0,0,1,"","","","","","MICRO","M","ca","edu"
"2729","Gens, David","",0,0,0,0,0,2,"","","","","","CCS,NDSS","NA","NA","NA"
"2730","Georgakoudis, Giorgis","@qub.ac.uk",0,0,0,0,0,1,"","","","","","SC","F","uk","edu"
"2731","Georganas, Evangelos","@intel.com",0,0,0,0,0,2,"","","","","","EuroPar,ISC","M","NA","com"
"2732","Georgantas, Nikolaos","@inria.fr",0,0,0,0,0,1,"","","","","","ICPE","NA","fr","edu"
"2733","George, Ajai","@goa.bits-pilani.ac.in",0,0,0,0,0,1,"","","","","","HiPC","M","in","edu"
"2734","Georgios, Rokos","",0,0,0,0,0,1,"","","","","","HiPC","M","NA","NA"
"2735","Georgiou, Chryssis","@cs.ucy.ac.cy",0,1,0,0,0,0,"","PODC","","","","","M","ac","edu"
"2736","Georgiou, Yiannis","",0,0,0,0,0,2,"","","","","","CCGrid,HiPC","M","NA","NA"
"2737","Gerard, Sebastian","@cea.fr",0,1,0,0,0,0,"","SLE","","","","","M","fr","gov"
"2738","Gerla, Mario","MISSING",0,1,0,0,0,0,"","MobiCom","","","","","M","NA","NA"
"2739","Gerlach, Wolfgang","@mcs.anl.gov",0,0,0,0,0,1,"","","","","","Middleware","M","us","gov"
"2740","Germann, Timothy","@lanl.gov",0,1,0,0,0,0,"","IPDPS","","","","","M","us","gov"
"2741","Gerndt, Michael","",0,1,0,0,0,0,"","EuroPar","","","","","M","NA","NA"
"2742","Gerofi, Balazs","",0,1,1,0,0,0,"","HCW","Cluster","","","","M","NA","NA"
"2743","Gershtein, Shay","",0,0,0,0,0,1,"","","","","","PODC","F","NA","NA"
"2744","Gervais, Arthur","@gervais.cc",0,0,0,0,0,1,"","","","","","CCS","M","uk","edu"
"2745","Gesing, Sandra","@nd.edu",0,1,0,0,0,0,"","SC","","","","","F","us","edu"
"2746","Getoor, Lise","@ucsc.edu",0,0,0,0,0,1,"","","","","","ICDM","M","ed","edu"
"2747","Geva, Shlomo","@qut.edu.au",0,1,0,0,0,0,"","SIGIR","","","","","M","us","edu"
"2748","Ghaderi, Javad","",0,1,0,0,0,0,"","SIGMETRICS","","","","","M","NA","NA"
"2749","Ghaemmaghami, Tara Vazir","",0,0,0,0,0,1,"","","","","","ISCA","M","NA","NA"
"2750","Ghaffari, Mohsen","",0,1,1,0,0,3,"","SPAA","SPAA","","","PODC,PODC,PODC","M","NA","NA"
"2751","Ghag, Aditi","",0,0,0,0,0,1,"","","","","","CoNEXT","M","NA","NA"
"2752","Ghahremani, Sona","",0,0,0,0,0,1,"","","","","","ICAC","F","NA","NA"
"2753","Ghanta, Sindhu","MISSING",0,1,0,0,0,0,"","HotCloud","","","","","F","NA","NA"
"2754","Gharghabi, Shaghayegh","@ucr.edu",0,0,0,0,0,1,"","","","","","ICDM","M","ed","edu"
"2755","Ghena, Branden","@berkeley.edu",0,0,0,0,0,1,"","","","","","SOSP","M","us","edu"
"2756","Ghimire, Amrita Dhakal","@msstate.edu",0,0,0,0,0,1,"","","","","","Cluster","M","us","edu"
"2757","Ghit, Bogdan","@tudelft.nl",0,0,0,0,0,2,"","","","","","ICPE,HPDC","M","nl","edu"
"2758","Ghobadi, Monia","@microsoft.com",0,4,1,0,0,2,"","MASCOTS,SIGCOMM,CoNEXT,IMC","SIGCOMM","","","NSDI,SIGCOMM","F","NA","com"
"2759","Ghodsi, Ali","@cs.berkeley.edu",0,0,0,0,0,1,"","","","","","SOSP","M","us","edu"
"2760","Gholami, Amir","",0,0,0,0,0,1,"","","","","","SC","M","NA","NA"
"2761","Ghoneimy, Adel","",0,0,0,0,0,1,"","","","","","CIDR","M","NA","NA"
"2762","Ghorbani, Soudeh","@illinois.edu",0,0,0,0,0,2,"","","","","","EuroSys,SIGCOMM","F","us","edu"
"2763","Ghose, Manojit","",0,0,0,0,0,2,"","","","","","HPCC,HPCC","M","NA","NA"
"2764","Ghose, Saugata","@cmu.edu",0,0,0,0,0,5,"","","","","","MICRO,HPCA,Cluster,SIGMETRICS,SIGMETRICS","M","us","edu"
"2765","Ghosh, Debojyoti","@llnl.gov",0,0,0,0,0,1,"","","","","","Cluster","NA","us","gov"
"2766","Ghosh, Rahul","@alumni.duke.edu",0,1,0,0,0,0,"","CLOUD","","","","","M","us","edu"
"2767","Ghosh, Rumi","@usc.edu",0,1,0,0,0,0,"","KDD","","","","","F","ed","edu"
"2768","Ghosh, Satrajit","@cs.au.dk",0,0,0,0,0,1,"","","","","","CCS","M","dk","edu"
"2769","Ghosh, Shalini","",0,0,1,0,0,0,"","","KDD","","","","F","NA","NA"
"2770","Ghoshal, Devarshi","@indiana.edu",0,0,0,0,0,1,"","","","","","HPDC","M","us","edu"
"2771","Ghoting, Amol","@aexp.com",0,1,0,0,0,0,"","KDD","","","","","M","NA","com"
"2772","Ghribi, Chaima","@telecom-sudparis.eu",0,0,0,0,0,1,"","","","","","CCGrid","M","fr","edu"
"2773","Ghysels, Pieter","@lbl.gov",0,0,0,0,0,1,"","","","","","IPDPS","M","us","gov"
"2774","Giaccone, Paolo","@polito.it",0,1,0,0,0,0,"","HotI","","","","","M","it","edu"
"2775","Giacomo, Francesco Di","",0,0,0,0,0,1,"","","","","","SLE","M","NA","NA"
"2776","Giacomo, Giuseppe De","@dis.uniroma1.it",0,1,0,0,0,0,"","PODS","","","","","M","it","edu"
"2777","Giakkoupis, George","@inria.fr",0,1,0,0,0,1,"","IPDPS","","","","PODC","M","fr","edu"
"2778","Giannakis, Georgios B.","@umn.edu",0,0,0,0,0,1,"","","","","","ICDM","M","ed","edu"
"2779","Giannikis, Georgios","@inf.ethz.ch",0,0,0,0,0,1,"","","","","","MICRO","M","ch","edu"
"2780","Giannotti, Fosca","@isti.cnr.it",0,1,0,0,0,1,"","KDD","","","","KDD","F","it","gov"
"2781","Gibbens, Mathias","",0,0,0,0,0,1,"","","","","","SIGMETRICS","M","NA","NA"
"2782","Gibbens, Richard","@cl.cam.ac.uk",0,0,0,0,0,1,"","","","","","CoNEXT","M","uk","edu"
"2783","Gibbons, Phillip","@cs.cmu.edu",0,0,0,0,0,4,"","","","","","EuroSys,NSDI,MICRO,HiPC","M","us","edu"
"2784","Gibert, Enric","",0,0,0,0,0,1,"","","","","","ISPASS","M","NA","NA"
"2785","Gibson, Garth","@cs.cmu.edu",0,1,0,0,0,1,"","SOCC","","","","FAST","M","us","edu"
"2786","Giceva, Jana","@inf.ethz.ch",0,0,0,0,0,2,"","","","","","SIGMOD,SIGMOD","M","ch","edu"
"2787","Giese, Holger","@hpi.uni-potsdam.de",0,1,0,0,0,1,"","ICAC","","","","ICAC","M","de","edu"
"2788","Giffin, Daniel B","",0,0,0,0,0,1,"","","","","","SOSP","M","NA","NA"
"2789","Gil, Reynaldo","",0,0,0,1,0,0,"","","","CLOUD","","","M","NA","NA"
"2790","Gil-Costa, Veronica Veronica","@unsl.edu.ar",0,0,0,0,0,1,"","","","","","EuroPar","M","ed","edu"
"2791","Gilad, Yossi","@csail.mit.edu",0,0,0,0,0,3,"","","","","","SOSP,SOSP,NDSS","M","us","edu"
"2792","Gilani, Syed","@amd.com",0,0,0,0,0,1,"","","","","","HPCA","M","NA","com"
"2793","Gilbert, Cedric","",0,0,0,0,0,1,"","","","","","NDSS","M","NA","NA"
"2794","Gilbert, Seth","@comp.nus.edu.sg",0,1,0,0,0,3,"","ICPP","","","","PODC,PODC,CoNEXT","M","us","edu"
"2795","Gilboa, Niv","@bgu.ac.il",0,0,0,0,0,1,"","","","","","CCS","M","il","edu"
"2796","Gill, Phillipa","@cs.umass.edu",1,3,1,0,0,2,"CoNEXT","NSDI,CCS,SIGCOMM","CoNEXT","","","CoNEXT,IMC","F","ed","edu"
"2797","Gimenez, Alfredo","MISSING",0,0,0,0,0,2,"","","","","","SC,IPDPS","M","NA","NA"
"2798","Gimenez, Domingo","@um.es",0,2,0,0,0,0,"","HCW,HiPC","","","","","M","es","edu"
"2799","Giner, Lukas","",0,0,0,0,0,1,"","","","","","NDSS","M","NA","NA"
"2800","Gioiosa, Roberto","@pnnl.gov",0,1,0,0,0,3,"","CCGrid","","","","ICPP,IPDPS,IPDPS","M","us","gov"
"2801","Gionis, Aristides","@aalto.fi",0,1,0,0,0,0,"","KDD","","","","","M","fi","edu"
"2802","Giotsas, Vasileios","@cs.ucl.ac.uk",0,0,0,0,0,2,"","","","","","SIGCOMM,IMC","M","ac","edu"
"2803","Giovanni, Vito","@elet.polimi.it",0,1,0,0,0,0,"","HiPC","","","","","M","it","edu"
"2804","Girdzijauskas, Sarunas","@kth.se",0,1,0,0,0,0,"","CCGrid","","","","","M","se","edu"
"2805","Giridhar, Prasanna","@illinois.edu",0,0,0,0,0,1,"","","","","","ICAC","M","us","edu"
"2806","Girolamo, Salvatore Di","",0,0,0,0,0,2,"","","","","","SC,IPDPS","M","NA","NA"
"2807","Giroux, Olivier","",0,0,0,0,0,1,"","","","","","ASPLOS","F","NA","NA"
"2808","Giuffrida, Cristiano","@cs.vu.nl",0,1,0,0,0,8,"","SOSP","","","","EuroSys,EuroSys,CCS,SOSP,NDSS,NDSS,NDSS,NDSS","M","nl","edu"
"2809","Giuliani, Giovanni","",0,0,0,0,0,1,"","","","","","EuroPar","M","NA","NA"
"2810","Giulio, Carlo Di","",0,0,0,0,0,1,"","","","","","CLOUD","M","NA","NA"
"2811","Giurgiu, Ioana","@zurich.ibm.com",0,2,2,0,0,0,"","EuroSys,Middleware","Middleware,SYSTOR","","","","F","ch","com"
"2812","Giustiniano, Domenico","@imdea.org",0,1,0,0,0,1,"","CoNEXT","","","","CoNEXT","M","es","edu"
"2813","Giyenko, Andrey","",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"2814","Gizopoulos, Dimitris","@di.uoa.gr",0,1,0,0,0,2,"","IISWC","","","","MICRO,ISCA","M","gr","edu"
"2815","Gkantsidis, Christos","@microsoft.com",0,0,0,0,0,1,"","","","","","CoNEXT","F","NA","com"
"2816","Glass, Colin W.","",0,0,0,0,0,1,"","","","","","HPDC","M","NA","NA"
"2817","Glatard, Tristan","@concordia.ca",0,1,0,0,0,1,"","CCGrid","","","","CCGrid","M","ca","edu"
"2818","Glater, Rafael","",0,0,0,0,0,1,"","","","","","SIGIR","M","NA","NA"
"2819","Glavic, Boris","@iit.edu",0,1,1,0,0,1,"","SIGMOD","SIGMOD","","","CIDR","M","us","edu"
"2820","Gleeson, James","",0,0,0,0,0,2,"","","","","","HotCloud,SYSTOR","M","NA","NA"
"2821","Gleich, David F.","@purdue.edu",0,1,0,0,0,1,"","KDD","","","","KDD","M","us","edu"
"2822","Gleissenthall, Klaus V.","@ucsd.edu",0,0,0,0,0,1,"","","","","","OOPSLA","M","ed","edu"
"2823","Glesser, David","",0,0,0,0,0,2,"","","","","","CCGrid,HiPC","M","NA","NA"
"2824","Glick, Madeleine","",0,0,1,0,0,0,"","","HotI","","","","F","NA","NA"
"2825","Gligoric, Milos","@utexas.edu",0,0,0,0,0,1,"","","","","","OOPSLA","M","ed","edu"
"2826","Gniady, Chris","@cs.arizona.edu",0,3,0,0,0,1,"","CCGrid,CLOUD,IGSC","","","","SIGMETRICS","M","us","edu"
"2827","Gnirke, Lukas","",0,0,0,0,0,1,"","","","","","ATC","M","NA","NA"
"2828","Go, Younghwan","@kaist.ac.kr",0,0,0,0,0,1,"","","","","","NSDI","M","kr","edu"
"2829","Goasdoué, François","@irisa.fr",0,1,0,0,0,0,"","SIGMOD","","","","","M","fr","edu"
"2830","Godenschwager, Christian","",0,0,0,0,0,1,"","","","","","ISC","M","NA","NA"
"2831","Godfrey, Brighten","@illinois.edu",0,0,0,0,0,2,"","","","","","EuroSys,SIGCOMM","NA","us","edu"
"2832","Godoy, William","@ornl.gov",0,0,0,0,0,1,"","","","","","Cluster","M","us","gov"
"2833","Godunov, Alexander","",0,0,0,0,0,1,"","","","","","ICPP","M","NA","NA"
"2834","Goehringer, Diana","@tu-dresden.de",0,1,0,0,0,0,"","IPDPS","","","","","F","de","edu"
"2835","Goel, Ashvin","@eecg.toronto.edu",0,3,0,0,0,0,"","HotStorage,SOSP,FAST","","","","","M","us","edu"
"2836","Goethem, Tom Van","@cs.kuleuven.be",0,0,0,0,0,2,"","","","","","CCS,CCS","NA","be","edu"
"2837","Goglin, Brice","@inria.fr",0,1,0,0,0,0,"","HotI","","","","","M","fr","edu"
"2838","Gogte, Vaibhav","@umich.edu",0,0,0,0,0,1,"","","","","","ISCA","M","ed","edu"
"2839","Goh, Rick Siow Mong","@ihpc.a-star.edu.sg",0,0,0,0,0,1,"","","","","","CCGrid","M","us","edu"
"2840","Gohman, Dan","",0,0,0,0,0,1,"","","","","","PLDI","M","NA","NA"
"2841","Goiri, Íñigo","@microsoft.com",0,0,0,0,0,1,"","","","","","ATC","M","NA","com"
"2842","Gokhale, Aniruddha","@vanderbilt.edu",0,1,0,0,0,0,"","ICPP","","","","","M","us","edu"
"2843","Gokhale, Maya","",0,2,0,0,0,1,"","SC,IPDPS","","","","IPDPS","F","NA","NA"
"2844","Gokhale, Pranav","",0,0,0,0,0,1,"","","","","","MICRO","F","NA","NA"
"2845","Gokhale, Swapna","MISSING",0,0,0,0,0,1,"","","","","","CLOUD","M","NA","NA"
"2846","Golab, Wojciech","@uwaterloo.ca",0,0,0,0,0,2,"","","","","","PODC,SOCC","F","ca","edu"
"2847","Golbus, Peter B.","",0,1,0,0,0,0,"","SIGIR","","","","","M","NA","NA"
"2848","Goldberg, Sharon","@cs.bu.edu",0,2,0,0,0,1,"","SIGCOMM,HotCloud","","","","NDSS","F","us","edu"
"2849","Goldfeder, Steven","@cs.princeton.edu",0,0,0,0,0,2,"","","","","","CCS,CCS","M","us","edu"
"2850","Goldman, Alfredo","@ime.usp.br",0,2,2,0,0,0,"","EuroPar,HiPC","EuroPar,EuroPar","","","","M","br","edu"
"2851","Goldman, Sam","",0,0,0,0,0,1,"","","","","","OOPSLA","M","NA","NA"
"2852","Goldstein, Jonathan","",0,0,0,0,0,2,"","","","","","SIGMOD,CIDR","M","NA","NA"
"2853","Goldstein, Maayan","@nokia.com",0,0,0,0,0,1,"","","","","","SYSTOR","M","NA","com"
"2854","Goldstein, Mark","@g.harvard.edu",0,0,0,0,0,2,"","","","","","HotCloud,SOCC","M","us","edu"
