"","name","gs_email","as_pc_chair","as_pc","as_session_chair","as_panelist","as_keynote_speaker","as_author","pc_chairs","pcs","session_chairs","panels","keynotes","papers","gender","country","sector"
"9325","Warfield, Andrew","@cs.ubc.ca",1,0,1,0,0,3,"HotOS","","HotOS","","","NSDI,SOCC,FAST","M","ca","edu"
"9326","Warinschi, Bogdan","@cs.bris.ac.uk",0,1,0,0,0,1,"","SP","","","","SP","M","uk","edu"
"9327","Warnow, Tandy","",0,0,0,0,1,0,"","","","","IPDPS","","F","NA","NA"
"9328","Warrior, Marc Anthony","",0,0,0,0,0,1,"","","","","","CoNEXT","M","NA","NA"
"9329","Warszawski, Todd","",0,0,0,0,0,1,"","","","","","SIGMOD","M","NA","NA"
"9330","Warth, Alessandro","@ycr.org",0,0,0,0,0,1,"","","","","","SLE","M","us","com"
"9331","Wasay, Abdul","@g.harvard.edu",0,0,0,0,0,1,"","","","","","SIGMOD","M","us","edu"
"9332","Washio, Takashi","",0,2,0,0,0,0,"","KDD,ICDM","","","","","M","NA","NA"
"9333","Waston, Robert N. M.","@cl.cam.ac.uk",0,0,0,0,0,1,"","","","","","ASPLOS","M","uk","edu"
"9334","Watkins, Noah","@soe.ucsc.edu",0,0,0,0,0,3,"","","","","","EuroSys,HotStorage,HiPC","NA","ed","edu"
"9335","Watkinson, Neftali","@uci.edu",0,0,0,0,0,1,"","","","","","IISWC","M","ed","edu"
"9336","Watson, Robert N. M.","@cl.cam.ac.uk",0,1,0,0,0,2,"","SP","","","","SIGCOMM,HotOS","M","uk","edu"
"9337","Wattenhofer, Roger","@ethz.ch",0,2,0,0,0,0,"","EuroSys,SPAA","","","","","M","ch","edu"
"9338","Watts, Philip M.","@ucl.ac.uk",0,0,0,0,0,1,"","","","","","HotI","NA","ac","edu"
"9339","Watzman, Adi","",0,0,0,0,0,1,"","","","","","SP","NA","NA","NA"
"9340","Waye, Lucas","@tivo.com",0,0,0,0,0,1,"","","","","","CCS","NA","NA","com"
"9341","Weatherspoon, Hakim","@cs.cornell.edu",0,3,1,0,0,0,"","HotStorage,SYSTOR,FAST","ATC","","","","M","us","edu"
"9342","Weaver, Vince","@maine.edu",0,1,0,0,0,0,"","ISPASS","","","","","M","us","edu"
"9343","Weber, Ingmar","@acm.org",0,2,0,0,0,0,"","KDD,SIGIR","","","","","M","NA","NA"
"9344","Weber, Manuel","@tugraz.at",0,0,0,0,0,1,"","","","","","NDSS","NA","at","edu"
"9345","Weber, Sam","",0,0,0,0,0,1,"","","","","","ATC","NA","NA","NA"
"9346","Wee, Hoeteck","@di.ens.fr",0,0,0,0,0,1,"","","","","","CCS","M","fr","edu"
"9347","Wegemer, Daniel","@seemoo.tu-darmstadt.de",0,0,0,0,0,1,"","","","","","CoNEXT","M","de","edu"
"9348","Wei, Changzhen","",0,0,0,0,0,1,"","","","","","SOCC","F","NA","NA"
"9349","Wei, Fan","@stanford.edu",0,0,0,0,0,1,"","","","","","KDD","NA","us","edu"
"9350","Wei, Furu","@microsoft.com",0,0,0,0,0,1,"","","","","","SIGIR","NA","NA","com"
"9351","Wei, Gu-Yeon","@eecs.harvard.edu",0,0,0,0,0,1,"","","","","","ASPLOS","NA","us","edu"
"9352","Wei, Hao","",0,0,0,0,0,1,"","","","","","SIGMOD","NA","NA","NA"
"9353","Wei, Jinliang","@cs.cmu.edu",0,0,0,0,0,1,"","","","","","ATC","NA","us","edu"
"9354","Wei, Jishang","",0,0,0,0,0,2,"","","","","","ICDM,ICDM","NA","NA","NA"
"9355","Wei, Lei","@ntu.edu.sg",0,0,0,0,0,1,"","","","","","SP","M","us","edu"
"9356","Wei, Michael","@cs.ucsd.edu",0,2,1,0,0,2,"","HotStorage,Middleware","HotStorage","","","NSDI,HotOS","M","ed","edu"
"9357","Wei, Qingsong","@dsi.a-star.edu.sg",0,0,0,0,0,1,"","","","","","SC","NA","us","edu"
"9358","Wei, Shaojun","",0,0,0,0,0,1,"","","","","","ISCA","NA","NA","NA"
"9359","Wei, Shiyi","",0,0,0,0,0,1,"","","","","","PLDI","M","NA","NA"
"9360","Wei, Tan","@us.ibm.com",0,0,0,0,0,1,"","","","","","CLOUD","M","us","com"
"9361","Wei, Teng","@wisc.edu",0,0,0,0,0,2,"","","","","","NSDI,MobiCom","M","us","edu"
"9362","Wei, Victor Junqiu","",0,0,0,0,0,1,"","","","","","SIGMOD","M","NA","NA"
"9363","Wei, Wei","",0,0,0,0,0,1,"","","","","","VEE","M","NA","NA"
"9364","Wei, Xiaochi","@bit.edu.cn",0,0,0,0,0,1,"","","","","","SIGIR","M","us","edu"
"9365","Wei, Xiaohui","",0,0,0,0,0,1,"","","","","","Cluster","M","NA","NA"
"9366","Wei, Xingda","",0,0,0,0,0,1,"","","","","","ATC","M","NA","NA"
"9367","Wei, Yanjie","@siat.ac.cn",0,3,0,0,0,0,"","CCGrid,IPDPS,HPCC","","","","","M","cn","edu"
"9368","Wei, Zhewei","@ruc.edu.cn",0,0,0,0,0,1,"","","","","","KDD","M","us","edu"
"9369","Wei, Zhi","@njit.edu",0,1,0,0,0,0,"","ICDM","","","","","M","us","edu"
"9370","Wei, Ziyun","",0,0,0,0,0,1,"","","","","","PPoPP","M","NA","NA"
"9371","Weidendorfer, Josef","@in.tum.de",0,1,0,0,0,1,"","EuroPar","","","","Cluster","M","de","edu"
"9372","Weik, Florian","",0,0,0,0,0,1,"","","","","","IPDPS","M","NA","NA"
"9373","Weikum, Gerhard","@mpi-inf.mpg.de",0,2,0,0,0,1,"","SIGIR,CIDR","","","","SIGIR","M","de","gov"
"9374","Weil, Sage","",0,1,0,0,0,0,"","FAST","","","","","M","NA","NA"
"9375","Weiland, Michele","@epcc.ed.ac.uk",0,2,1,1,0,0,"","SC,EuroPar","SC","ISC","","","F","uk","edu"
"9376","Weimann, Oren","@cs.haifa.ac.il",0,0,0,0,0,1,"","","","","","PODC","M","il","edu"
"9377","Weimer, Westley","@umich.edu",0,0,0,0,0,1,"","","","","","OOPSLA","M","ed","edu"
"9378","Weinbub, Josef","@iue.tuwien.ac.at",0,1,0,0,0,0,"","IPDPS","","","","","M","at","edu"
"9379","Weingarten, Achi-Or","",0,0,0,0,0,1,"","","","","","SP","M","NA","NA"
"9380","Weinsberg, Yaron","",0,0,0,0,0,1,"","","","","","SOSP","M","NA","NA"
"9381","Weinstein, Or","",0,0,0,0,0,1,"","","","","","SP","F","NA","NA"
"9382","Weintraub, Grisha","",0,0,0,0,0,1,"","","","","","CCGrid","M","NA","NA"
"9383","Weir, Charles","@lancaster.ac.uk",0,0,0,0,0,1,"","","","","","CCS","M","uk","edu"
"9384","Weiss, Yaacov Y.","@ldeo.columbia.edu",0,0,0,0,0,1,"","","","","","PODS","NA","us","edu"
"9385","Weissbacher, Michael","@ccs.neu.edu",0,0,0,0,0,1,"","","","","","CCS","NA","us","edu"
"9386","Weisse, Or","",0,0,0,0,0,1,"","","","","","ISCA","M","NA","NA"
"9387","Weissenberg, Joanna","",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"9388","Weissman, Jon","@cs.umn.edu",0,2,0,0,0,1,"","HCW,CCGrid","","","","SYSTOR","M","ed","edu"
"9389","Weitz, Konstantin","@uw.edu",0,0,0,0,0,2,"","","","","","CIDR,PLDI","M","ed","edu"
"9390","Welch, Brent","MISSING",0,0,0,0,0,1,"","","","","","HotOS","M","NA","NA"
"9391","Welch, Jennifer","@cse.tamu.edu",0,2,1,0,0,1,"","PODC,IPDPS","PODC","","","IPDPS","F","us","edu"
"9392","Wellein, Gerhard","@fau.de",0,1,0,1,0,1,"","IPDPS","","ISC","","ISC","M","de","edu"
"9393","Weller, Max","MISSING",0,0,0,0,0,1,"","","","","","Middleware","M","NA","NA"
"9394","Wells, Jack","@ornl.gov",0,1,0,0,0,0,"","IPDPS","","","","","M","us","gov"
"9395","Welsh, Matt","@mdw.la",0,1,0,0,0,0,"","MobiCom","","","","","M","us","com"
"9396","Wen, Chengyao","",0,0,0,0,0,1,"","","","","","Cluster","M","NA","NA"
"9397","Wen, Ji-Rong","@ruc.edu.cn",0,1,0,0,0,1,"","SIGIR","","","","SIGIR","M","us","edu"
"9398","Wen, Shasha","",0,0,0,0,0,3,"","","","","","ASPLOS,PPoPP,IPDPS","F","NA","NA"
"9399","Wen, Wujie","@pitt.edu",0,0,0,0,0,1,"","","","","","IGSC","M","us","edu"
"9400","Wen, Yonggang","@ntu.edu.sg",0,0,0,0,0,1,"","","","","","Cluster","M","us","edu"
"9401","Wender, Jan","",0,0,0,1,0,0,"","","","ISC","","","M","NA","NA"
"9402","Weng, Jian","@jnu.edu.cn",0,0,0,0,0,1,"","","","","","CCS","M","us","edu"
"9403","Weng, Xueping","",0,0,0,0,0,1,"","","","","","SIGMOD","M","NA","NA"
"9404","Weninger, Tim","@nd.edu",0,1,1,0,0,0,"","KDD","KDD","","","","M","us","edu"
"9405","Wenisch, Thomas F.","@umich.edu",0,3,0,0,0,4,"","MICRO,ISPASS,HPCA","","","","EuroSys,SIGMOD,ASPLOS,ISCA","M","ed","edu"
"9406","Wenrui, Yan","",0,0,0,0,0,1,"","","","","","EuroSys","F","NA","NA"
"9407","Wentzlaff, David","@princeton.edu",0,1,0,0,0,4,"","HPCA","","","","MICRO,HPCA,HotCloud,SOCC","M","us","edu"
"9408","Wermke, Dominik","",0,0,0,0,0,1,"","","","","","CCS","NA","NA","NA"
"9409","Werner, Matthias","",0,0,0,0,0,1,"","","","","","ISC","NA","NA","NA"
"9410","Werner, Sam","",0,0,0,0,0,1,"","","","","","MASCOTS","M","NA","NA"
"9411","Werner, Sebastian","@ucdavis.edu",0,0,0,0,0,2,"","","","","","HPCA,HotI","M","ed","edu"
"9412","West, Robert","@epfl.ch",0,1,0,0,0,0,"","KDD","","","","","M","ch","edu"
"9413","Westin, Patrik","",0,0,0,0,0,1,"","","","","","SIGCOMM","M","NA","NA"
"9414","Wetherall, David","@uw.edu",0,1,0,0,0,0,"","NSDI","","","","","M","ed","edu"
"9415","Wetzel, Susanne","",0,0,0,1,0,0,"","","","CCS","","","F","NA","NA"
"9416","Weyns, Danny","@kuleuven.be",0,1,0,0,0,0,"","ICAC","","","","","M","be","edu"
"9417","Whatmough, Paul","@seas.harvard.edu",0,1,1,0,0,0,"","ISCA","ISCA","","","","M","us","edu"
"9418","Wheeler, Noel","",0,1,0,0,0,0,"","SC","","","","","M","NA","NA"
"9419","Whitaker, Andrew","",0,0,0,0,0,1,"","","","","","CIDR","M","NA","NA"
"9420","White, Ryen","@microsoft.com",1,0,0,0,0,0,"SIGIR","","","","","","M","NA","com"
"9421","Whitlock, Sam","@epfl.ch",0,0,0,0,0,1,"","","","","","ATC","M","ch","edu"
"9422","Wibowo, Bagus","@ncsu.edu",0,0,0,0,0,1,"","","","","","IISWC","M","us","edu"
"9423","Wicky, Tobias","",0,0,0,0,0,1,"","","","","","IPDPS","M","NA","NA"
"9424","Widmer, Joerg","@imdea.org",0,0,0,0,0,2,"","","","","","CoNEXT,CoNEXT","M","es","edu"
"9425","Wieder, Udi","@vmware.com",0,0,0,0,0,1,"","","","","","NSDI","NA","NA","com"
"9426","Wienke, Sandra","",0,2,0,0,0,0,"","IPDPS,ISC","","","","","F","NA","NA"
"9427","Wiens, Jenna","@umich.edu",0,0,0,0,0,1,"","","","","","KDD","M","ed","edu"
"9428","Wierman, Adam","@caltech.edu",0,2,1,0,0,1,"","NSDI,SIGMETRICS","SIGMETRICS","","","CCS","M","us","edu"
"9429","Wies, René","",0,0,1,0,0,0,"","","ISC","","","","M","NA","NA"
"9430","Wies, Thomas","@cs.nyu.edu",0,0,0,0,0,1,"","","","","","CCS","M","us","edu"
"9431","Wijayasiri, Adeesha","@cse.mrt.ac.lk",0,0,0,0,0,1,"","","","","","HiPC","M","lk","edu"
"9432","Wijesekera, Primal","@berkeley.edu",0,0,0,0,0,1,"","","","","","SP","M","us","edu"
"9433","Wijmans, Erik","",0,0,0,0,0,1,"","","","","","NDSS","M","NA","NA"
"9434","Wijngaart, Rob F. Van Der","",0,0,0,0,0,1,"","","","","","ISC","M","NA","NA"
"9435","Wijsen, Jef","@umons.ac.be",0,1,0,0,0,0,"","PODS","","","","","M","ac","edu"
"9436","Wilcox, Eric","@dri.edu",0,0,0,0,0,1,"","","","","","ISCA","M","us","edu"
"9437","Wilcox, Robert","",0,0,0,0,0,1,"","","","","","ICPP","M","NA","NA"
"9438","Wild, Stefan","@mcs.anl.gov",0,1,1,0,0,0,"","SC","SC","","","","M","us","gov"
"9439","Wildani, Avani","@mathcs.emory.edu",0,0,0,0,0,1,"","","","","","SOCC","M","us","edu"
"9440","Wilde, Torsten","",0,0,0,1,0,0,"","","","ISC","","","M","NA","NA"
"9441","Wilk, Alyssa","",0,0,0,0,0,1,"","","","","","SIGCOMM","M","NA","NA"
"9442","Wilke, Jeremiah J.","@sandia.gov",0,1,0,0,0,1,"","SC","","","","CCGrid","M","us","gov"
"9443","Wilkerson, Chris","",0,1,1,0,0,2,"","ISCA","HPCA","","","MICRO,ASPLOS","M","NA","NA"
"9444","Wilkes, John","@e-wilkes.com",0,2,2,0,1,0,"","NSDI,SOCC","NSDI,SOCC","","ICAC","","M","NA","com"
"9445","Wilkins-Diehr, Nancy","@sdsc.edu",0,1,0,0,0,0,"","ICPP","","","","","F","us","edu"
"9446","Wilkinson, Kevin","@hpe.com",0,0,0,0,0,1,"","","","","","CIDR","M","us","com"
"9447","Willenberg, Björn","",0,0,0,1,0,0,"","","","ISC","","","M","NA","NA"
"9448","Williams, Dan","",0,1,0,0,0,2,"","ATC","","","","ATC,HotOS","M","NA","NA"
"9449","Williams, Hugh","@mbs.edu",0,0,0,0,0,1,"","","","","","HotStorage","M","us","edu"
"9450","Williams, Ricki","",0,1,0,0,0,0,"","HotI","","","","","M","NA","NA"
"9451","Williams, Ryan","@mit.edu",0,1,0,0,0,0,"","SPAA","","","","","M","us","edu"
"9452","Williamson, Carey","",0,1,2,0,0,0,"","SIGMETRICS","MASCOTS,MASCOTS","","","","M","NA","NA"
"9453","Willinger, Walter","@niksun.com",1,0,0,0,0,0,"SIGCOMM","","","","","","M","NA","com"
"9454","Willke, Theodore L.","",0,0,0,0,0,1,"","","","","","ISC","M","NA","NA"
"9455","Wilson, Christo","@ccs.neu.edu",0,0,0,0,0,4,"","","","","","SP,NDSS,NDSS,IMC","M","us","edu"
"9456","Wilson, John","",0,0,0,0,0,1,"","","","","","MICRO","M","NA","NA"
"9457","Wilson, Peter","",0,0,0,0,0,1,"","","","","","IPDPS","M","NA","NA"
"9458","Wilson, Shomir","MISSING",0,0,0,0,0,1,"","","","","","NDSS","M","NA","NA"
"9459","Wimmer, Christian","@oracle.com",0,0,0,0,0,1,"","","","","","PLDI","M","us","com"
"9460","Wimmer, Manuel","@big.tuwien.ac.at",0,0,0,0,0,1,"","","","","","SLE","M","at","edu"
"9461","Wingen, Andreas","@fusion.gat.com",0,0,0,0,0,1,"","","","","","ICPP","M","NA","com"
"9462","Winstein, Keith","@cs.stanford.edu",0,1,0,0,0,2,"","SIGCOMM","","","","NSDI,NSDI","M","us","edu"
"9463","Winter, Philipp","@cs.princeton.edu",0,0,0,0,0,1,"","","","","","NDSS","M","us","edu"
"9464","Wires, Jake","",0,0,0,0,0,3,"","","","","","NSDI,SOCC,FAST","M","NA","NA"
"9465","Wirth, Anthony","@unimelb.edu.au",0,1,0,0,0,0,"","KDD","","","","","M","ed","edu"
"9466","Wissink, Andrew","",0,0,0,0,0,1,"","","","","","ISC","NA","NA","NA"
"9467","Witchel, Emmett","@cs.utexas.edu",0,2,0,0,0,2,"","SP,ASPLOS","","","","SOSP,HotOS","M","ed","edu"
"9468","Wo, Tianyu","",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"9469","Woelfel, Philipp","@ucalgary.ca",0,0,0,0,0,1,"","","","","","PODC","M","ca","edu"
"9470","Woess, Andreas","",0,0,0,0,0,1,"","","","","","PLDI","M","NA","NA"
"9471","Wojcik, Marcin","MISSING",0,0,0,0,0,1,"","","","","","ATC","M","NA","NA"
"9472","Wolczko, Mario","",0,0,1,0,0,0,"","","OOPSLA","","","","M","NA","NA"
"9473","Wolf, Felix","@cs.tu-darmstadt.de",0,1,0,0,0,3,"","SC","","","","EuroPar,EuroPar,PPoPP","M","de","edu"
"9474","Wolf, Matthew","@ornl.gov",0,0,0,0,0,5,"","","","","","HotStorage,Cluster,Cluster,Cluster,HPCC","M","us","gov"
"9475","Wolfe, Michael","",0,0,0,1,0,0,"","","","ISC","","","M","NA","NA"
"9476","Wolfe, Noah","@rpi.edu",0,0,0,0,0,2,"","","","","","SC,CCGrid","M","us","edu"
"9477","Wolff, Ran","@yahoo-inc.com",0,1,0,0,0,0,"","KDD","","","","","M","NA","com"
"9478","Wolffe, Max","",0,0,0,0,0,1,"","","","","","HotOS","M","NA","NA"
"9479","Wolfheimer, Felix","",0,0,0,1,0,0,"","","","ISC","","","M","NA","NA"
"9480","Wolfson-Pou, Jordi","",0,0,0,0,0,1,"","","","","","SC","M","NA","NA"
"9481","Wolinsky, David","@fb.com",0,1,0,0,0,0,"","ATC","","","","","M","NA","com"
"9482","Wollherr, Stephanie","@geophysik.uni-muenchen.de",0,0,0,0,0,1,"","","","","","SC","M","de","edu"
"9483","Wolski, Rich","",0,2,0,1,0,3,"","SC,HPDC","","CLOUD","","SC,CLOUD,Cluster","M","NA","NA"
"9484","Wolter, Frank","@liverpool.ac.uk",0,0,0,0,0,1,"","","","","","PODS","F","uk","edu"
"9485","Wolter, Katinka","@fu-berlin.de",0,1,1,0,0,1,"","ICPE","ICPE","","","MASCOTS","F","de","edu"
"9486","Won, Jongho","@purdue.edu",0,0,0,0,0,1,"","","","","","NSDI","M","us","edu"
"9487","Won, Youjip","@hanyang.ac.kr",0,1,0,0,0,1,"","HotStorage","","","","ICPE","M","kr","edu"
"9488","Wong, Bernard","",0,4,0,0,0,2,"","HotStorage,Middleware,HotCloud,SYSTOR","","","","ICPE,CoNEXT","M","NA","NA"
"9489","Wong, Daniel","@ece.ucr.edu",0,0,0,0,0,1,"","","","","","MICRO","M","ed","edu"
"9490","Wong, David","",0,0,0,0,0,1,"","","","","","ICPE","F","NA","NA"
"9491","Wong, David C.","@i2r.a-star.edu.sg",0,0,0,0,0,1,"","","","","","IISWC","M","us","edu"
"9492","Wong, Raymond","",0,1,0,0,0,0,"","CLOUD","","","","","M","NA","NA"
"9493","Wong, Raymond Chi-Wing","@cse.ust.hk",0,3,0,0,0,1,"","KDD,SIGMOD,ICDM","","","","SIGMOD","M","hk","edu"
"9494","Wong, Theodore M.","@humanlongevity.com",0,1,0,0,0,0,"","FAST","","","","","M","NA","com"
"9495","Wong, Tony","",0,0,0,0,0,1,"","","","","","FAST","M","NA","NA"
"9496","Wong, Weng-Keen","",0,1,0,0,0,0,"","KDD","","","","","M","NA","NA"
"9497","Woo, Seunghoon","@korea.ac.kr",0,0,0,0,0,1,"","","","","","SP","M","kr","edu"
"9498","Wood, Benjamin P.","",0,0,0,0,0,2,"","","","","","OOPSLA,MICRO","M","NA","NA"
"9499","Wood, Chad","",0,0,0,0,0,2,"","","","","","SC,Cluster","M","NA","NA"
"9500","Wood, David","",0,0,1,0,0,0,"","","MICRO","","","","M","NA","NA"
"9501","Wood, David A.","@cs.wisc.edu",0,1,0,0,0,3,"","MICRO","","","","SC,ASPLOS,ISCA","M","us","edu"
"9502","Wood, Frank","",0,0,0,0,1,0,"","","","","PLDI","","M","NA","NA"
"9503","Wood, Paul","@purdue.edu",0,0,0,0,0,1,"","","","","","Middleware","M","us","edu"
"9504","Wood, Timothy","@gwu.edu",0,3,1,0,0,1,"","Middleware,ATC,ICAC","Middleware","","","SIGCOMM","M","us","edu"
"9505","Woodage, Joanne","@rhul.ac.uk",0,0,0,0,0,1,"","","","","","CCS","F","uk","edu"
"9506","Woodring, Jon","@lanl.gov",0,1,0,0,0,0,"","Cluster","","","","","M","us","gov"
"9507","Woodruff, David","@us.ibm.com",0,2,0,0,0,1,"","KDD,SPAA","","","","PODS","M","us","com"
"9508","Woodruff, Jonathan","@cam.ac.uk",0,0,0,0,0,1,"","","","","","ASPLOS","M","uk","edu"
"9509","Woodside, Murray","@sce.carleton.ca",0,1,1,0,0,0,"","ICPE","ICPE","","","","M","ca","edu"
"9510","Woodward, Carol","@wdwrd.net",0,1,0,0,0,0,"","SC","","","","","F","us","gov"
"9511","Wortmann, Andreas","@se-rwth.de",0,1,0,0,0,0,"","SLE","","","","","M","de","edu"
"9512","Wright, Andrew","",0,0,0,0,0,1,"","","","","","ASPLOS","M","NA","NA"
"9513","Wright, Matthew","@rit.edu",0,1,1,0,0,0,"","CCS","CCS","","","","M","us","edu"
"9514","Wright, Mike","",0,0,0,0,0,1,"","","","","","HCW","M","NA","NA"
"9515","Wright, Nicholas","@lbl.gov",0,1,0,0,0,0,"","CCGrid","","","","","M","us","gov"
"9516","Wright, Steven A.","@warwick.ac.uk",0,0,0,0,0,1,"","","","","","ISC","M","uk","edu"
"9517","Wrigstad, Tobias","@it.uu.se",0,0,0,0,0,1,"","","","","","OOPSLA","M","se","edu"
"9518","Wróblewski, Jan","",0,0,0,0,0,1,"","","","","","IPDPS","F","NA","NA"
"9519","Wu, Baijun","MISSING",0,0,0,0,0,2,"","","","","","OOPSLA,OOPSLA","M","NA","NA"
"9520","Wu, Benjamin","",0,0,0,0,0,1,"","","","","","HPCA","M","NA","NA"
"9521","Wu, Bo","@mines.edu",0,0,0,0,0,3,"","","","","","ASPLOS,IPDPS,PACT","F","us","edu"
"9522","Wu, Carole-Jean","@asu.edu",0,5,2,0,0,3,"","MICRO,IISWC,HPCA,ISCA,HiPC","HPCA,ISCA","","","IISWC,IISWC,ISCA","F","us","edu"
"9523","Wu, Chase","@njit.edu",0,1,1,0,0,1,"","CCGrid","HPCC","","","HPCC","M","us","edu"
"9524","Wu, Chenggang","",0,1,0,0,0,1,"","PPoPP","","","","VEE","M","NA","NA"
"9525","Wu, Chentao","@cs.sjtu.edu.cn",0,0,0,0,0,1,"","","","","","ICPP","M","us","edu"
"9526","Wu, Chuan","@cs.hku.hk",0,1,0,0,0,3,"","MASCOTS","","","","CLOUD,ATC,SIGMETRICS","F","hk","edu"
"9527","Wu, Daoyuan","@smu.edu.sg",0,0,0,0,0,1,"","","","","","ATC","M","us","edu"
"9528","Wu, David J.","@cs.stanford.edu",0,0,0,0,0,1,"","","","","","HotOS","M","us","edu"
"9529","Wu, Di","",0,1,0,0,0,1,"","Middleware","","","","HPCC","M","NA","NA"
"9530","Wu, Dinghao","@psu.edu",0,1,1,0,0,1,"","CCS","CCS","","","SP","M","us","edu"
"9531","Wu, Dingming","@rice.edu",0,0,0,0,0,1,"","","","","","SIGCOMM","M","us","edu"
"9532","Wu, Dongyao","@data61.csiro.au",0,0,0,0,0,1,"","","","","","CCGrid","M","au","gov"
"9533","Wu, Eugen","",0,0,1,0,0,0,"","","SIGMOD","","","","M","NA","NA"
"9534","Wu, Eugene","@cs.columbia.edu",0,1,0,0,0,2,"","SIGMOD","","","","SIGMOD,CIDR","M","us","edu"
"9535","Wu, Fei","",0,0,0,0,0,1,"","","","","","ICPP","NA","NA","NA"
"9536","Wu, Fei","@osu.edu",0,0,0,0,0,1,"","","","","","MobiCom","M","us","edu"
"9537","Wu, Feng","",0,0,0,0,0,1,"","","","","","ICPP","M","NA","NA"
"9538","Wu, Han","",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"9539","Wu, Haoyang","",0,0,0,0,0,1,"","","","","","MobiCom","M","NA","NA"
"9540","Wu, Hongjia","",0,0,0,0,0,1,"","","","","","CoNEXT","F","NA","NA"
"9541","Wu, Hongjing","",0,0,0,0,0,1,"","","","","","IPDPS","M","NA","NA"
"9542","Wu, Huijun","@cse.unsw.edu.au",0,0,0,0,0,1,"","","","","","CCGrid","M","ed","edu"
"9543","Wu, Jan-Jan","@iis.sinica.edu.tw",0,0,0,0,0,2,"","","","","","CCGrid,PACT","M","us","edu"
"9544","Wu, Jia","@mq.edu.au",0,1,0,0,0,0,"","ICDM","","","","","M","us","edu"
"9545","Wu, Jianping","",0,0,0,0,0,1,"","","","","","SP","M","NA","NA"
"9546","Wu, Jie","@temple.edu",0,0,0,0,0,1,"","","","","","Cluster","M","us","edu"
"9547","Wu, Jigang","MISSING",0,0,0,0,0,1,"","","","","","CCGrid","M","NA","NA"
"9548","Wu, Jindou","",0,0,0,0,0,1,"","","","","","SIGIR","F","NA","NA"
"9549","Wu, Jingxin","",0,0,0,0,0,1,"","","","","","CLOUD","M","NA","NA"
"9550","Wu, Jungie","",0,1,0,0,0,0,"","KDD","","","","","M","NA","NA"
"9551","Wu, Kai","@ucmerced.edu",0,0,0,0,0,2,"","","","","","SC,Cluster","M","ed","edu"
"9552","Wu, Kesheng","@lbl.gov",0,1,0,0,0,4,"","CCGrid","","","","SIGMOD,SC,CCGrid,HPDC","M","us","gov"
"9553","Wu, Kun-Lung","@us.ibm.com",0,0,0,0,0,2,"","","","","","PLDI,ICAC","M","us","com"
"9554","Wu, Lang","",0,0,0,0,0,1,"","","","","","IGSC","M","NA","NA"
"9555","Wu, Le","@hfut.edu.cn",0,0,0,0,0,1,"","","","","","KDD","NA","us","edu"
"9556","Wu, Lingfei","@email.wm.edu",0,1,0,0,0,1,"","ICDM","","","","ICDM","M","us","edu"
"9557","Wu, Lisa","",0,3,1,0,0,0,"","MICRO,ISPASS,ISCA","ISCA","","","","F","NA","NA"
"9558","Wu, Liwei","",0,0,0,0,0,1,"","","","","","KDD","NA","NA","NA"
"9559","Wu, Ming","@microsoft.com",0,2,0,0,0,1,"","Middleware,ASPLOS","","","","NSDI","M","NA","com"
"9560","Wu, Panruo","@cs.ucr.edu",0,0,0,0,0,2,"","","","","","SC,PPoPP","M","ed","edu"
"9561","Wu, Peng","",0,2,0,0,0,0,"","OOPSLA,SC","","","","","F","NA","NA"
"9562","Wu, Qiang","",0,1,0,0,0,0,"","ISCA","","","","","M","NA","NA"
"9563","Wu, Shujiang","",0,0,0,0,0,1,"","","","","","CCS","M","NA","NA"
"9564","Wu, Shunxiang","",0,0,0,0,0,1,"","","","","","SIGIR","M","NA","NA"
"9565","Wu, Song","@hust.edu.cn",0,0,0,0,0,2,"","","","","","IPDPS,HPCC","M","us","edu"
"9566","Wu, Suzhen","@xmu.edu.cn",0,0,0,0,0,1,"","","","","","IPDPS","M","us","edu"
"9567","Wu, Tzuhsien","",0,0,0,0,0,1,"","","","","","SC","M","NA","NA"
"9568","Wu, Wei","@microsoft.com",0,1,0,0,0,0,"","SIGIR","","","","","M","NA","com"
"9569","Wu, Wei","",0,0,0,0,0,1,"","","","","","IPDPS","M","NA","NA"
"9570","Wu, Weigang","@mail.sysu.edu.cn",0,0,0,0,0,1,"","","","","","ICPP","M","us","edu"
"9571","Wu, Weijie","@huawei.com",0,0,0,0,0,1,"","","","","","ICDM","M","NA","com"
"9572","Wu, Wenfei","@tsinghua.edu.cn",0,0,0,0,0,1,"","","","","","CoNEXT","M","us","edu"
"9573","Wu, Wentao","@microsoft.com",0,1,0,0,0,0,"","SIGMOD","","","","","M","NA","com"
"9574","Wu, Xi","@cs.wisc.edu",0,0,0,0,0,1,"","","","","","SIGMOD","M","us","edu"
"9575","Wu, Xindong","@louisiana.edu",0,2,0,1,0,1,"","KDD,ICDM","","ICDM","","ICDM","M","us","edu"
"9576","Wu, Xingbo","@mavs.uta.edu",0,0,0,0,0,3,"","","","","","SOCC,SYSTOR,HPCC","M","ed","edu"
"9577","Wu, Xingfu","MISSING",0,0,0,0,0,1,"","","","","","MASCOTS","M","NA","NA"
"9578","Wu, Xintao","@uark.edu",0,1,0,0,0,1,"","KDD","","","","ICDM","M","ed","edu"
